Year,Quarter,RegisteredUser,AppOpens
2020,2,4061035,76339276
2020,2,4061035,76339276
2020,2,4061035,76339276
2020,3,4480027,99318784
2020,3,4480027,99318784
2020,3,4480027,99318784
2020,3,4480027,99318784
2020,4,4917938,126310835
2020,4,4917938,126310835
2020,4,4917938,126310835
2020,4,4917938,126310835
2021,1,5313049,141731331
2021,1,5313049,141731331
2021,1,5313049,141731331
2021,1,5313049,141731331
2021,2,5701503,184234107
2021,2,5701503,184234107
2021,2,5701503,184234107
2021,2,5701503,184234107
2021,3,6151843,230475998
2021,3,6151843,230475998
2021,3,6151843,230475998
2021,3,6151843,230475998
2021,4,6596196,284960009
2021,4,6596196,284960009
2021,4,6596196,284960009
2021,4,6596196,284960009
2022,1,7025275,331355981
2022,1,7025275,331355981
2022,1,7025275,331355981
2022,1,7025275,331355981
2022,2,7426174,379053485
2022,2,7426174,379053485
2022,2,7426174,379053485
2022,2,7426174,379053485
2022,3,7836429,414228860
2022,3,7836429,414228860
2022,3,7836429,414228860
2022,3,7836429,414228860
2022,4,8217638,396098729
2022,4,8217638,396098729
2022,4,8217638,396098729
2022,4,8217638,396098729
2018,1,3717763,0
2018,1,3717763,0
2018,1,3717763,0
2018,1,3717763,0
2018,2,5030665,0
2018,2,5030665,0
2018,2,5030665,0
2018,2,5030665,0
2018,3,6372649,0
2018,3,6372649,0
2018,3,6372649,0
2018,3,6372649,0
2018,4,8315802,0
2018,4,8315802,0
2018,4,8315802,0
2018,4,8315802,0
2019,1,10266174,0
2019,1,10266174,0
2019,1,10266174,0
2019,1,10266174,0
2019,2,11968087,113024811
2019,2,11968087,113024811
2019,2,11968087,113024811
2019,2,11968087,113024811
2019,3,13635075,445683660
2019,3,13635075,445683660
2019,3,13635075,445683660
2019,3,13635075,445683660
2019,4,15385416,569674870
2019,4,15385416,569674870
2019,4,15385416,569674870
2019,4,15385416,569674870
2020,1,17016980,626488036
2020,1,17016980,626488036
2020,1,17016980,626488036
2020,1,17016980,626488036
2020,2,18655366,490510075
2020,2,18655366,490510075
2020,2,18655366,490510075
2020,2,18655366,490510075
2020,3,20487550,693683212
2020,3,20487550,693683212
2020,3,20487550,693683212
2020,3,20487550,693683212
2020,4,22400182,935510690
2020,4,22400182,935510690
2020,4,22400182,935510690
2020,4,22400182,935510690
2021,1,24095832,1084917385
2021,1,24095832,1084917385
2021,1,24095832,1084917385
2021,1,24095832,1084917385
2021,2,25751023,1051089714
2021,2,25751023,1051089714
2021,2,25751023,1051089714
2021,2,25751023,1051089714
2021,3,27614221,1366781087
2021,3,27614221,1366781087
2021,3,27614221,1366781087
2021,3,27614221,1366781087
2021,4,29459646,1941558513
2021,4,29459646,1941558513
2021,4,29459646,1941558513
2021,4,29459646,1941558513
2022,1,31200349,1727054045
2022,1,31200349,1727054045
2022,1,31200349,1727054045
2022,1,31200349,1727054045
2022,2,32831447,2065359837
2022,2,32831447,2065359837
2022,2,32831447,2065359837
2022,2,32831447,2065359837
2022,3,34493994,2148016434
2022,3,34493994,2148016434
2022,3,34493994,2148016434
2022,3,34493994,2148016434
2022,4,36081698,3011645011
2022,4,36081698,3011645011
2022,4,36081698,3011645011
2022,4,36081698,3011645011
2018,1,784184,0
2018,1,784184,0
2018,1,784184,0
2018,1,784184,0
2018,2,1066587,0
2018,2,1066587,0
2018,2,1066587,0
2018,2,1066587,0
2018,3,1347598,0
2018,3,1347598,0
2018,3,1347598,0
2018,3,1347598,0
2018,4,1757326,0
2018,4,1757326,0
2018,4,1757326,0
2018,4,1757326,0
2019,1,2136624,0
2019,1,2136624,0
2019,1,2136624,0
2019,1,2136624,0
2019,2,2550167,8673220
2019,2,2550167,8673220
2019,2,2550167,8673220
2019,2,2550167,8673220
2019,3,2990963,31471694
2019,3,2990963,31471694
2019,3,2990963,31471694
2019,3,2990963,31471694
2019,4,3503938,40046033
2019,4,3503938,40046033
2019,4,3503938,40046033
2019,4,3503938,40046033
2020,1,4078316,46396398
2020,1,4078316,46396398
2020,1,4078316,46396398
2020,1,4078316,46396398
2020,2,4728844,45832953
2020,2,4728844,45832953
2020,2,4728844,45832953
2020,2,4728844,45832953
2020,3,5582300,64309022
2020,3,5582300,64309022
2020,3,5582300,64309022
2020,3,5582300,64309022
2020,4,6387169,91415273
2020,4,6387169,91415273
2020,4,6387169,91415273
2020,4,6387169,91415273
2021,1,6936943,108918733
2021,1,6936943,108918733
2021,1,6936943,108918733
2021,1,6936943,108918733
2021,2,7416083,87814415
2021,2,7416083,87814415
2021,2,7416083,87814415
2021,2,7416083,87814415
2021,3,7949425,116282717
2021,3,7949425,116282717
2021,3,7949425,116282717
2021,3,7949425,116282717
2021,4,8473810,213542857
2021,4,8473810,213542857
2021,4,8473810,213542857
2021,4,8473810,213542857
2022,1,8972299,94047893
2022,1,8972299,94047893
2022,1,8972299,94047893
2022,1,8972299,94047893
2022,2,9442533,98876392
2022,2,9442533,98876392
2022,2,9442533,98876392
2022,2,9442533,98876392
2022,3,9933977,104565833
2022,3,9933977,104565833
2022,3,9933977,104565833
2022,3,9933977,104565833
2022,4,10382102,346981849
2022,4,10382102,346981849
2022,4,10382102,346981849
2022,4,10382102,346981849
2018,1,8784,0
2018,1,8784,0
2018,1,8784,0
2018,1,8784,0
2018,2,12918,0
2018,2,12918,0
2018,2,12918,0
2018,2,12918,0
2018,3,17749,0
2018,3,17749,0
2018,3,17749,0
2018,3,17749,0
2018,4,23883,0
2018,4,23883,0
2018,4,23883,0
2018,4,23883,0
2019,1,29649,0
2019,1,29649,0
2019,1,29649,0
2019,1,29649,0
2019,2,35516,157317
2019,2,35516,157317
2019,2,35516,157317
2019,2,35516,157317
2019,3,39173,503126
2019,3,39173,503126
2019,3,39173,503126
2019,3,39173,503126
2019,4,43108,470440
2019,4,43108,470440
2019,4,43108,470440
2019,4,43108,470440
2020,1,47790,590484
2020,1,47790,590484
2020,1,47790,590484
2020,1,47790,590484
2020,2,53034,695673
2020,2,53034,695673
2020,2,53034,695673
2020,2,53034,695673
2020,3,58401,1015680
2020,3,58401,1015680
2020,3,58401,1015680
2020,3,58401,1015680
2020,4,64853,1232757
2020,4,64853,1232757
2020,4,64853,1232757
2020,4,64853,1232757
2021,1,69919,1184204
2021,1,69919,1184204
2021,1,69919,1184204
2021,1,69919,1184204
2021,2,75048,4391632
2021,2,75048,4391632
2021,2,75048,4391632
2021,2,75048,4391632
2021,3,81210,7099550
2021,3,81210,7099550
2021,3,81210,7099550
2021,3,81210,7099550
2021,4,87057,2665203
2021,4,87057,2665203
2021,4,87057,2665203
2021,4,87057,2665203
2022,1,92492,8902080
2022,1,92492,8902080
2022,1,92492,8902080
2022,1,92492,8902080
2022,2,97517,14768129
2022,2,97517,14768129
2022,2,97517,14768129
2022,2,97517,14768129
2022,3,102299,19734781
2022,3,102299,19734781
2022,3,102299,19734781
2022,3,102299,19734781
2022,4,106337,3832339
2022,4,106337,3832339
2022,4,106337,3832339
2022,4,106337,3832339
2018,1,501,0
2018,1,501,0
2018,1,501,0
2018,1,501,0
2018,2,686,0
2018,2,686,0
2018,2,686,0
2018,2,686,0
2018,3,918,0
2018,3,918,0
2018,3,918,0
2018,3,918,0
2018,4,1156,0
2018,4,1156,0
2018,4,1156,0
2018,4,1156,0
2019,1,1416,0
2019,1,1416,0
2019,1,1416,0
2019,1,1416,0
2019,2,1747,4580
2019,2,1747,4580
2019,2,1747,4580
2019,2,1747,4580
2019,3,2117,15038
2019,3,2117,15038
2019,3,2117,15038
2019,3,2117,15038
2019,4,2427,17760
2019,4,2427,17760
2019,4,2427,17760
2019,4,2427,17760
2020,1,2772,21982
2020,1,2772,21982
2020,1,2772,21982
2020,1,2772,21982
2020,2,3187,29202
2020,2,3187,29202
2020,2,3187,29202
2020,2,3187,29202
2020,3,3644,32128
2020,3,3644,32128
2020,3,3644,32128
2020,3,3644,32128
2020,4,4179,41144
2020,4,4179,41144
2020,4,4179,41144
2020,4,4179,41144
2021,1,4577,47283
2021,1,4577,47283
2021,1,4577,47283
2021,1,4577,47283
2021,2,4896,40301
2021,2,4896,40301
2021,2,4896,40301
2021,2,4896,40301
2021,3,5287,49127
2021,3,5287,49127
2021,3,5287,49127
2021,3,5287,49127
2021,4,5638,67320
2021,4,5638,67320
2021,4,5638,67320
2021,4,5638,67320
2022,1,5990,45410
2022,1,5990,45410
2022,1,5990,45410
2022,1,5990,45410
2022,2,6327,38450
2022,2,6327,38450
2022,2,6327,38450
2022,2,6327,38450
2022,3,6645,18111
2022,3,6645,18111
2022,3,6645,18111
2022,3,6645,18111
2022,4,6961,72377
2022,4,6961,72377
2022,4,6961,72377
2022,4,6961,72377
2018,1,2553603,0
2018,1,2553603,0
2018,1,2553603,0
2018,1,2553603,0
2018,2,3441662,0
2018,2,3441662,0
2018,2,3441662,0
2018,2,3441662,0
2018,3,4309309,0
2018,3,4309309,0
2018,3,4309309,0
2018,3,4309309,0
2018,4,5365442,0
2018,4,5365442,0
2018,4,5365442,0
2018,4,5365442,0
2019,1,6414403,0
2019,1,6414403,0
2019,1,6414403,0
2019,1,6414403,0
2019,2,7301172,50642151
2019,2,7301172,50642151
2019,2,7301172,50642151
2019,2,7301172,50642151
2019,3,8180664,192353380
2019,3,8180664,192353380
2019,3,8180664,192353380
2019,3,8180664,192353380
2019,4,9165241,237844976
2019,4,9165241,237844976
2019,4,9165241,237844976
2019,4,9165241,237844976
2020,1,10151371,262452480
2020,1,10151371,262452480
2020,1,10151371,262452480
2020,1,10151371,262452480
2020,2,11374423,253770044
2020,2,11374423,253770044
2020,2,11374423,253770044
2020,2,11374423,253770044
2020,3,12564224,324850994
2020,3,12564224,324850994
2020,3,12564224,324850994
2020,3,12564224,324850994
2020,4,13737947,405571446
2020,4,13737947,405571446
2020,4,13737947,405571446
2020,4,13737947,405571446
2021,1,14839427,482500276
2021,1,14839427,482500276
2021,1,14839427,482500276
2021,1,14839427,482500276
2021,2,15940935,727741649
2021,2,15940935,727741649
2021,2,15940935,727741649
2021,2,15940935,727741649
2021,3,17210233,929572924
2021,3,17210233,929572924
2021,3,17210233,929572924
2021,3,17210233,929572924
2021,4,18456243,956630781
2021,4,18456243,956630781
2021,4,18456243,956630781
2021,4,18456243,956630781
2022,1,19656147,1678266475
2022,1,19656147,1678266475
2022,1,19656147,1678266475
2022,1,19656147,1678266475
2022,2,20766417,1902866132
2022,2,20766417,1902866132
2022,2,20766417,1902866132
2022,2,20766417,1902866132
2022,3,21884220,2026371749
2022,3,21884220,2026371749
2022,3,21884220,2026371749
2022,3,21884220,2026371749
2022,4,22913924,1388282818
2022,4,22913924,1388282818
2022,4,22913924,1388282818
2022,4,22913924,1388282818
2018,1,6106994,0
2018,1,6106994,0
2018,1,6106994,0
2018,1,6106994,0
2018,2,8222371,0
2018,2,8222371,0
2018,2,8222371,0
2018,2,8222371,0
2018,3,10435033,0
2018,3,10435033,0
2018,3,10435033,0
2018,3,10435033,0
2018,4,13381602,0
2018,4,13381602,0
2018,4,13381602,0
2018,4,13381602,0
2019,1,16284451,0
2019,1,16284451,0
2019,1,16284451,0
2019,1,16284451,0
2019,2,18776975,109967705
2019,2,18776975,109967705
2019,2,18776975,109967705
2019,2,18776975,109967705
2019,3,21313081,439998413
2019,3,21313081,439998413
2019,3,21313081,439998413
2019,3,21313081,439998413
2019,4,23745297,543654112
2019,4,23745297,543654112
2019,4,23745297,543654112
2019,4,23745297,543654112
2020,1,26168390,615146568
2020,1,26168390,615146568
2020,1,26168390,615146568
2020,1,26168390,615146568
2020,2,28765086,506354812
2020,2,28765086,506354812
2020,2,28765086,506354812
2020,2,28765086,506354812
2020,3,31409513,668197101
2020,3,31409513,668197101
2020,3,31409513,668197101
2020,3,31409513,668197101
2020,4,34432631,952006770
2020,4,34432631,952006770
2020,4,34432631,952006770
2020,4,34432631,952006770
2021,1,37077537,1101976484
2021,1,37077537,1101976484
2021,1,37077537,1101976484
2021,1,37077537,1101976484
2021,2,39664697,1208083592
2021,2,39664697,1208083592
2021,2,39664697,1208083592
2021,2,39664697,1208083592
2021,3,42581217,1565370852
2021,3,42581217,1565370852
2021,3,42581217,1565370852
2021,3,42581217,1565370852
2021,4,45482506,2031739248
2021,4,45482506,2031739248
2021,4,45482506,2031739248
2021,4,45482506,2031739248
2022,1,48227630,2157769514
2022,1,48227630,2157769514
2022,1,48227630,2157769514
2022,1,48227630,2157769514
2022,2,50802786,2492946019
2022,2,50802786,2492946019
2022,2,50802786,2492946019
2022,2,50802786,2492946019
2022,3,53432602,2638663712
2022,3,53432602,2638663712
2022,3,53432602,2638663712
2022,3,53432602,2638663712
2022,4,55954028,2982202696
2022,4,55954028,2982202696
2022,4,55954028,2982202696
2022,4,55954028,2982202696
2018,1,29925,0
2018,1,29925,0
2018,1,29925,0
2018,1,29925,0
2018,2,46055,0
2018,2,46055,0
2018,2,46055,0
2018,2,46055,0
2018,3,61935,0
2018,3,61935,0
2018,3,61935,0
2018,3,61935,0
2018,4,82589,0
2018,4,82589,0
2018,4,82589,0
2018,4,82589,0
2019,1,99527,0
2019,1,99527,0
2019,1,99527,0
2019,1,99527,0
2019,2,117747,464829
2019,2,117747,464829
2019,2,117747,464829
2019,2,117747,464829
2019,3,136316,1594205
2019,3,136316,1594205
2019,3,136316,1594205
2019,3,136316,1594205
2019,4,155358,1855488
2019,4,155358,1855488
2019,4,155358,1855488
2019,4,155358,1855488
2020,1,177374,2175642
2020,1,177374,2175642
2020,1,177374,2175642
2020,1,177374,2175642
2020,2,215496,3011491
2020,2,215496,3011491
2020,2,215496,3011491
2020,2,215496,3011491
2020,3,258563,3552375
2020,3,258563,3552375
2020,3,258563,3552375
2020,3,258563,3552375
2020,4,288772,3783432
2020,4,288772,3783432
2020,4,288772,3783432
2020,4,288772,3783432
2021,1,312668,3709227
2021,1,312668,3709227
2021,1,312668,3709227
2021,1,312668,3709227
2021,2,335409,7269002
2021,2,335409,7269002
2021,2,335409,7269002
2021,2,335409,7269002
2021,3,361749,9743772
2021,3,361749,9743772
2021,3,361749,9743772
2021,3,361749,9743772
2021,4,387746,7603294
2021,4,387746,7603294
2021,4,387746,7603294
2021,4,387746,7603294
2022,1,411900,22637747
2022,1,411900,22637747
2022,1,411900,22637747
2022,1,411900,22637747
2022,2,434563,26236900
2022,2,434563,26236900
2022,2,434563,26236900
2022,2,434563,26236900
2022,3,457063,26011343
2022,3,457063,26011343
2022,3,457063,26011343
2022,3,457063,26011343
2022,4,477292,12462732
2022,4,477292,12462732
2022,4,477292,12462732
2022,4,477292,12462732
2018,1,18513,0
2018,1,18513,0
2018,1,18513,0
2018,1,18513,0
2018,2,26618,0
2018,2,26618,0
2018,2,26618,0
2018,2,26618,0
2018,3,37281,0
2018,3,37281,0
2018,3,37281,0
2018,3,37281,0
2018,4,49634,0
2018,4,49634,0
2018,4,49634,0
2018,4,49634,0
2019,1,61487,0
2019,1,61487,0
2019,1,61487,0
2019,1,61487,0
2019,2,74746,395764
2019,2,74746,395764
2019,2,74746,395764
2019,2,74746,395764
2019,3,87395,1387814
2019,3,87395,1387814
2019,3,87395,1387814
2019,3,87395,1387814
2019,4,100030,1490542
2019,4,100030,1490542
2019,4,100030,1490542
2019,4,100030,1490542
2020,1,113814,1716211
2020,1,113814,1716211
2020,1,113814,1716211
2020,1,113814,1716211
2020,2,136211,2205253
2020,2,136211,2205253
2020,2,136211,2205253
2020,2,136211,2205253
2020,3,157741,2384534
2020,3,157741,2384534
2020,3,157741,2384534
2020,3,157741,2384534
2020,4,176447,2745917
2020,4,176447,2745917
2020,4,176447,2745917
2020,4,176447,2745917
2021,1,190869,2939026
2021,1,190869,2939026
2021,1,190869,2939026
2021,1,190869,2939026
2021,2,205686,7290804
2021,2,205686,7290804
2021,2,205686,7290804
2021,2,205686,7290804
2021,3,223065,9952956
2021,3,223065,9952956
2021,3,223065,9952956
2021,3,223065,9952956
2021,4,240268,6048594
2021,4,240268,6048594
2021,4,240268,6048594
2021,4,240268,6048594
2022,1,255839,23634106
2022,1,255839,23634106
2022,1,255839,23634106
2022,1,255839,23634106
2022,2,269943,27458992
2022,2,269943,27458992
2022,2,269943,27458992
2022,2,269943,27458992
2022,3,283487,32596135
2022,3,283487,32596135
2022,3,283487,32596135
2022,3,283487,32596135
2022,4,295322,10105924
2022,4,295322,10105924
2022,4,295322,10105924
2022,4,295322,10105924
2018,1,7593,0
2018,1,7593,0
2018,1,7593,0
2018,1,7593,0
2018,2,10422,0
2018,2,10422,0
2018,2,10422,0
2018,2,10422,0
2018,3,14502,0
2018,3,14502,0
2018,3,14502,0
2018,3,14502,0
2018,4,19365,0
2018,4,19365,0
2018,4,19365,0
2018,4,19365,0
2019,1,23670,0
2019,1,23670,0
2019,1,23670,0
2019,1,23670,0
2019,2,28696,133025
2019,2,28696,133025
2019,2,28696,133025
2019,2,28696,133025
2019,3,34134,457834
2019,3,34134,457834
2019,3,34134,457834
2019,3,34134,457834
2019,4,39809,529168
2019,4,39809,529168
2019,4,39809,529168
2019,4,39809,529168
2020,1,46499,644683
2020,1,46499,644683
2020,1,46499,644683
2020,1,46499,644683
2020,2,55574,739308
2020,2,55574,739308
2020,2,55574,739308
2020,2,55574,739308
2020,3,68315,924865
2020,3,68315,924865
2020,3,68315,924865
2020,3,68315,924865
2020,4,78731,1096182
2020,4,78731,1096182
2020,4,78731,1096182
2020,4,78731,1096182
2021,1,85750,1193214
2021,1,85750,1193214
2021,1,85750,1193214
2021,1,85750,1193214
2021,2,92552,4014597
2021,2,92552,4014597
2021,2,92552,4014597
2021,2,92552,4014597
2021,3,100647,5385718
2021,3,100647,5385718
2021,3,100647,5385718
2021,3,100647,5385718
2021,4,108405,2094118
2021,4,108405,2094118
2021,4,108405,2094118
2021,4,108405,2094118
2022,1,115295,14886657
2022,1,115295,14886657
2022,1,115295,14886657
2022,1,115295,14886657
2022,2,121535,16646550
2022,2,121535,16646550
2022,2,121535,16646550
2022,2,121535,16646550
2022,3,127735,15557163
2022,3,127735,15557163
2022,3,127735,15557163
2022,3,127735,15557163
2022,4,132870,3144551
2022,4,132870,3144551
2022,4,132870,3144551
2022,4,132870,3144551
2018,1,15074,0
2018,1,15074,0
2018,1,15074,0
2018,1,15074,0
2018,2,22436,0
2018,2,22436,0
2018,2,22436,0
2018,2,22436,0
2018,3,32090,0
2018,3,32090,0
2018,3,32090,0
2018,3,32090,0
2018,4,42997,0
2018,4,42997,0
2018,4,42997,0
2018,4,42997,0
2019,1,53911,0
2019,1,53911,0
2019,1,53911,0
2019,1,53911,0
2019,2,66891,362497
2019,2,66891,362497
2019,2,66891,362497
2019,2,66891,362497
2019,3,80077,1244022
2019,3,80077,1244022
2019,3,80077,1244022
2019,3,80077,1244022
2019,4,93124,1454551
2019,4,93124,1454551
2019,4,93124,1454551
2019,4,93124,1454551
2020,1,107143,1684520
2020,1,107143,1684520
2020,1,107143,1684520
2020,1,107143,1684520
2020,2,130205,2119279
2020,2,130205,2119279
2020,2,130205,2119279
2020,2,130205,2119279
2020,3,173106,2868642
2020,3,173106,2868642
2020,3,173106,2868642
2020,3,173106,2868642
2020,4,192188,2922121
2020,4,192188,2922121
2020,4,192188,2922121
2020,4,192188,2922121
2021,1,207808,2980581
2021,1,207808,2980581
2021,1,207808,2980581
2021,1,207808,2980581
2021,2,223337,6716892
2021,2,223337,6716892
2021,2,223337,6716892
2021,2,223337,6716892
2021,3,241797,8661991
2021,3,241797,8661991
2021,3,241797,8661991
2021,3,241797,8661991
2021,4,259990,6383337
2021,4,259990,6383337
2021,4,259990,6383337
2021,4,259990,6383337
2022,1,276483,24206053
2022,1,276483,24206053
2022,1,276483,24206053
2022,1,276483,24206053
2022,2,292104,28652431
2022,2,292104,28652431
2022,2,292104,28652431
2022,2,292104,28652431
2022,3,307386,31229366
2022,3,307386,31229366
2022,3,307386,31229366
2022,3,307386,31229366
2022,4,321205,11171582
2022,4,321205,11171582
2022,4,321205,11171582
2022,4,321205,11171582
2018,1,1594015,0
2018,1,1594015,0
2018,1,1594015,0
2018,1,1594015,0
2018,2,2185781,0
2018,2,2185781,0
2018,2,2185781,0
2018,2,2185781,0
2018,3,2795718,0
2018,3,2795718,0
2018,3,2795718,0
2018,3,2795718,0
2018,4,3623911,0
2018,4,3623911,0
2018,4,3623911,0
2018,4,3623911,0
2019,1,4320744,0
2019,1,4320744,0
2019,1,4320744,0
2019,1,4320744,0
2019,2,4845359,33955545
2019,2,4845359,33955545
2019,2,4845359,33955545
2019,2,4845359,33955545
2019,3,5387209,130181456
2019,3,5387209,130181456
2019,3,5387209,130181456
2019,3,5387209,130181456
2019,4,6115537,189905719
2019,4,6115537,189905719
2019,4,6115537,189905719
2019,4,6115537,189905719
2020,1,6652970,175918622
2020,1,6652970,175918622
2020,1,6652970,175918622
2020,1,6652970,175918622
2020,2,7258315,154682772
2020,2,7258315,154682772
2020,2,7258315,154682772
2020,2,7258315,154682772
2020,3,7901755,205597666
2020,3,7901755,205597666
2020,3,7901755,205597666
2020,3,7901755,205597666
2020,4,8598751,270085293
2020,4,8598751,270085293
2020,4,8598751,270085293
2020,4,8598751,270085293
2021,1,9233009,301315474
2021,1,9233009,301315474
2021,1,9233009,301315474
2021,1,9233009,301315474
2021,2,9891029,367576494
2021,2,9891029,367576494
2021,2,9891029,367576494
2021,2,9891029,367576494
2021,3,10652490,492879704
2021,3,10652490,492879704
2021,3,10652490,492879704
2021,3,10652490,492879704
2021,4,11399235,567351446
2021,4,11399235,567351446
2021,4,11399235,567351446
2021,4,11399235,567351446
2022,1,12124779,613855465
2022,1,12124779,613855465
2022,1,12124779,613855465
2022,1,12124779,613855465
2022,2,12801990,670311093
2022,2,12801990,670311093
2022,2,12801990,670311093
2022,2,12801990,670311093
2022,3,13493282,725475924
2022,3,13493282,725475924
2022,3,13493282,725475924
2022,3,13493282,725475924
2022,4,14127239,726099254
2022,4,14127239,726099254
2022,4,14127239,726099254
2022,4,14127239,726099254
2018,1,49318,0
2018,1,49318,0
2018,1,49318,0
2018,1,49318,0
2018,2,65580,0
2018,2,65580,0
2018,2,65580,0
2018,2,65580,0
2018,3,81546,0
2018,3,81546,0
2018,3,81546,0
2018,3,81546,0
2018,4,109494,0
2018,4,109494,0
2018,4,109494,0
2018,4,109494,0
2019,1,133059,0
2019,1,133059,0
2019,1,133059,0
2019,1,133059,0
2019,2,156458,661932
2019,2,156458,661932
2019,2,156458,661932
2019,2,156458,661932
2019,3,177868,2476922
2019,3,177868,2476922
2019,3,177868,2476922
2019,3,177868,2476922
2019,4,204292,3263122
2019,4,204292,3263122
2019,4,204292,3263122
2019,4,204292,3263122
2020,1,230908,3820943
2020,1,230908,3820943
2020,1,230908,3820943
2020,1,230908,3820943
2020,2,255600,3057608
2020,2,255600,3057608
2020,2,255600,3057608
2020,2,255600,3057608
2020,3,285173,4222159
2020,3,285173,4222159
2020,3,285173,4222159
2020,3,285173,4222159
2020,4,319626,6377136
2020,4,319626,6377136
2020,4,319626,6377136
2020,4,319626,6377136
2021,1,346279,7914507
2021,1,346279,7914507
2021,1,346279,7914507
2021,1,346279,7914507
2021,2,369961,5178916
2021,2,369961,5178916
2021,2,369961,5178916
2021,2,369961,5178916
2021,3,396609,6899592
2021,3,396609,6899592
2021,3,396609,6899592
2021,3,396609,6899592
2021,4,423167,14257568
2021,4,423167,14257568
2021,4,423167,14257568
2021,4,423167,14257568
2022,1,448051,3938657
2022,1,448051,3938657
2022,1,448051,3938657
2022,1,448051,3938657
2022,2,471663,3830290
2022,2,471663,3830290
2022,2,471663,3830290
2022,2,471663,3830290
2022,3,496570,4186911
2022,3,496570,4186911
2022,3,496570,4186911
2022,3,496570,4186911
2022,4,520649,24144184
2022,4,520649,24144184
2022,4,520649,24144184
2022,4,520649,24144184
2018,1,847142,0
2018,1,847142,0
2018,1,847142,0
2018,1,847142,0
2018,2,1152190,0
2018,2,1152190,0
2018,2,1152190,0
2018,2,1152190,0
2018,3,1473148,0
2018,3,1473148,0
2018,3,1473148,0
2018,3,1473148,0
2018,4,1865715,0
2018,4,1865715,0
2018,4,1865715,0
2018,4,1865715,0
2019,1,2226590,0
2019,1,2226590,0
2019,1,2226590,0
2019,1,2226590,0
2019,2,2600112,10928094
2019,2,2600112,10928094
2019,2,2600112,10928094
2019,2,2600112,10928094
2019,3,2962713,40860886
2019,3,2962713,40860886
2019,3,2962713,40860886
2019,3,2962713,40860886
2019,4,3321742,47673880
2019,4,3321742,47673880
2019,4,3321742,47673880
2019,4,3321742,47673880
2020,1,3739502,53853710
2020,1,3739502,53853710
2020,1,3739502,53853710
2020,1,3739502,53853710
2020,2,4225481,51289576
2020,2,4225481,51289576
2020,2,4225481,51289576
2020,2,4225481,51289576
2020,3,4694233,58946732
2020,3,4694233,58946732
2020,3,4694233,58946732
2020,3,4694233,58946732
2020,4,5157868,71191183
2020,4,5157868,71191183
2020,4,5157868,71191183
2020,4,5157868,71191183
2021,1,5568777,81052268
2021,1,5568777,81052268
2021,1,5568777,81052268
2021,1,5568777,81052268
2021,2,5976548,85894089
2021,2,5976548,85894089
2021,2,5976548,85894089
2021,2,5976548,85894089
2021,3,6434862,107614155
2021,3,6434862,107614155
2021,3,6434862,107614155
2021,3,6434862,107614155
2021,4,6880103,138427499
2021,4,6880103,138427499
2021,4,6880103,138427499
2021,4,6880103,138427499
2022,1,7302726,117482807
2022,1,7302726,117482807
2022,1,7302726,117482807
2022,1,7302726,117482807
2022,2,7702100,138965337
2022,2,7702100,138965337
2022,2,7702100,138965337
2022,2,7702100,138965337
2022,3,8097582,154625731
2022,3,8097582,154625731
2022,3,8097582,154625731
2022,3,8097582,154625731
2022,4,8462753,199899443
2022,4,8462753,199899443
2022,4,8462753,199899443
2022,4,8462753,199899443
2018,1,3158202,0
2018,1,3158202,0
2018,1,3158202,0
2018,1,3158202,0
2018,2,4212964,0
2018,2,4212964,0
2018,2,4212964,0
2018,2,4212964,0
2018,3,5175453,0
2018,3,5175453,0
2018,3,5175453,0
2018,3,5175453,0
2018,4,6358738,0
2018,4,6358738,0
2018,4,6358738,0
2018,4,6358738,0
2019,1,7712204,0
2019,1,7712204,0
2019,1,7712204,0
2019,1,7712204,0
2019,2,8783935,62787336
2019,2,8783935,62787336
2019,2,8783935,62787336
2019,2,8783935,62787336
2019,3,9797304,238338999
2019,3,9797304,238338999
2019,3,9797304,238338999
2019,3,9797304,238338999
2019,4,10925031,288904693
2019,4,10925031,288904693
2019,4,10925031,288904693
2019,4,10925031,288904693
2020,1,12142053,341815756
2020,1,12142053,341815756
2020,1,12142053,341815756
2020,1,12142053,341815756
2020,2,13563201,329941181
2020,2,13563201,329941181
2020,2,13563201,329941181
2020,2,13563201,329941181
2020,3,14969412,436682870
2020,3,14969412,436682870
2020,3,14969412,436682870
2020,3,14969412,436682870
2020,4,16329494,511015109
2020,4,16329494,511015109
2020,4,16329494,511015109
2020,4,16329494,511015109
2021,1,17661088,632535059
2021,1,17661088,632535059
2021,1,17661088,632535059
2021,1,17661088,632535059
2021,2,18980985,1072091232
2021,2,18980985,1072091232
2021,2,18980985,1072091232
2021,2,18980985,1072091232
2021,3,20499465,1429553825
2021,3,20499465,1429553825
2021,3,20499465,1429553825
2021,3,20499465,1429553825
2021,4,21977202,1185124031
2021,4,21977202,1185124031
2021,4,21977202,1185124031
2021,4,21977202,1185124031
2022,1,23398857,2570606469
2022,1,23398857,2570606469
2022,1,23398857,2570606469
2022,1,23398857,2570606469
2022,2,24716181,2771434947
2022,2,24716181,2771434947
2022,2,24716181,2771434947
2022,2,24716181,2771434947
2022,3,26042948,3299787866
2022,3,26042948,3299787866
2022,3,26042948,3299787866
2022,3,26042948,3299787866
2022,4,27255927,1537424924
2022,4,27255927,1537424924
2022,4,27255927,1537424924
2022,4,27255927,1537424924
2018,1,20051,0
