Year,Quarter,RegisteredUser,AppOpens
2020,1,2185938,33097892
2020,1,2185938,33097892
2020,1,2185938,33097892
2020,1,2185938,33097892
2020,2,2550883,39304924
2020,2,2550883,39304924
2020,2,2550883,39304924
2020,2,2550883,39304924
2020,3,2830011,41875278
2020,3,2830011,41875278
2020,3,2830011,41875278
2020,3,2830011,41875278
2020,4,3106153,49321814
2020,4,3106153,49321814
2020,4,3106153,49321814
2020,4,3106153,49321814
2021,1,3358448,56752364
2021,1,3358448,56752364
2021,1,3358448,56752364
2021,1,3358448,56752364
2021,2,3617056,102003890
2021,2,3617056,102003890
2021,2,3617056,102003890
2021,2,3617056,102003890
2021,3,3918480,135288631
2021,3,3918480,135288631
2021,3,3918480,135288631
2021,3,3918480,135288631
2021,4,4209591,130600435
2021,4,4209591,130600435
2021,4,4209591,130600435
2021,4,4209591,130600435
2022,1,4492589,281642453
2022,1,4492589,281642453
2022,1,4492589,281642453
2022,1,4492589,281642453
2022,2,4755787,339929089
2022,2,4755787,339929089
2022,2,4755787,339929089
2022,2,4755787,339929089
2022,3,5016910,410760707
2022,3,5016910,410760707
2022,3,5016910,410760707
2022,3,5016910,410760707
2022,4,5247776,248781157
2022,4,5247776,248781157
2022,4,5247776,248781157
2022,4,5247776,248781157
2018,1,2133804,0
2018,1,2133804,0
2018,1,2133804,0
2018,1,2133804,0
2018,2,3005872,0
2018,2,3005872,0
2018,2,3005872,0
2018,2,3005872,0
2018,3,3784535,0
2018,3,3784535,0
2018,3,3784535,0
2018,3,3784535,0
2018,4,4776665,0
2018,4,4776665,0
2018,4,4776665,0
2018,4,4776665,0
2019,1,5745117,0
2019,1,5745117,0
2019,1,5745117,0
2019,1,5745117,0
2019,2,6589759,39607022
2019,2,6589759,39607022
2019,2,6589759,39607022
2019,2,6589759,39607022
2019,3,7380265,126521298
2019,3,7380265,126521298
2019,3,7380265,126521298
2019,3,7380265,126521298
2019,4,8342274,163998097
2019,4,8342274,163998097
2019,4,8342274,163998097
2019,4,8342274,163998097
2020,1,9351234,183868505
2020,1,9351234,183868505
2020,1,9351234,183868505
2020,1,9351234,183868505
2020,2,10603767,218435035
2020,2,10603767,218435035
2020,2,10603767,218435035
2020,2,10603767,218435035
2020,3,11763213,266652644
2020,3,11763213,266652644
2020,3,11763213,266652644
2020,3,11763213,266652644
2020,4,12889833,317056600
2020,4,12889833,317056600
2020,4,12889833,317056600
2020,4,12889833,317056600
2021,1,13946288,355792608
2021,1,13946288,355792608
2021,1,13946288,355792608
2021,1,13946288,355792608
2021,2,14972134,371198660
2021,2,14972134,371198660
2021,2,14972134,371198660
2021,2,14972134,371198660
2021,3,16160771,421801379
2021,3,16160771,421801379
2021,3,16160771,421801379
2021,3,16160771,421801379
2021,4,17335981,647400838
2021,4,17335981,647400838
2021,4,17335981,647400838
2021,4,17335981,647400838
2022,1,18484658,316991599
2022,1,18484658,316991599
2022,1,18484658,316991599
2022,1,18484658,316991599
2022,2,19569894,348588438
2022,2,19569894,348588438
2022,2,19569894,348588438
2022,2,19569894,348588438
2022,3,20694376,336807385
2022,3,20694376,336807385
2022,3,20694376,336807385
2022,3,20694376,336807385
2022,4,21738117,834827202
2022,4,21738117,834827202
2022,4,21738117,834827202
2022,4,21738117,834827202
2018,1,86268,0
2018,1,86268,0
2018,1,86268,0
2018,1,86268,0
2018,2,115219,0
2018,2,115219,0
2018,2,115219,0
2018,2,115219,0
2018,3,143893,0
2018,3,143893,0
2018,3,143893,0
2018,3,143893,0
2018,4,177747,0
2018,4,177747,0
2018,4,177747,0
2018,4,177747,0
2019,1,209175,0
2019,1,209175,0
2019,1,209175,0
2019,1,209175,0
2019,2,240439,1220176
2019,2,240439,1220176
2019,2,240439,1220176
2019,2,240439,1220176
2019,3,267337,4625196
2019,3,267337,4625196
2019,3,267337,4625196
2019,3,267337,4625196
2019,4,289590,4960441
2019,4,289590,4960441
2019,4,289590,4960441
2019,4,289590,4960441
2020,1,312887,5201211
2020,1,312887,5201211
2020,1,312887,5201211
2020,1,312887,5201211
2020,2,336351,3451250
2020,2,336351,3451250
2020,2,336351,3451250
2020,2,336351,3451250
2020,3,362588,4888739
2020,3,362588,4888739
2020,3,362588,4888739
2020,3,362588,4888739
2020,4,391402,6477974
2020,4,391402,6477974
2020,4,391402,6477974
2020,4,391402,6477974
2021,1,419998,7919533
2021,1,419998,7919533
2021,1,419998,7919533
2021,1,419998,7919533
2021,2,448572,4733924
2021,2,448572,4733924
2021,2,448572,4733924
2021,2,448572,4733924
2021,3,480463,6378807
2021,3,480463,6378807
2021,3,480463,6378807
2021,3,480463,6378807
2021,4,512092,11603954
2021,4,512092,11603954
2021,4,512092,11603954
2021,4,512092,11603954
2022,1,541549,2321685
2022,1,541549,2321685
2022,1,541549,2321685
2022,1,541549,2321685
2022,2,569582,2285979
2022,2,569582,2285979
2022,2,569582,2285979
2022,2,569582,2285979
2022,3,598698,2173356
2022,3,598698,2173356
2022,3,598698,2173356
2022,3,598698,2173356
2022,4,627563,15308862
2022,4,627563,15308862
2022,4,627563,15308862
2022,4,627563,15308862
2018,1,679263,0
2018,1,679263,0
2018,1,679263,0
2018,1,679263,0
2018,2,950675,0
2018,2,950675,0
2018,2,950675,0
2018,2,950675,0
2018,3,1217792,0
2018,3,1217792,0
2018,3,1217792,0
2018,3,1217792,0
2018,4,1579998,0
2018,4,1579998,0
2018,4,1579998,0
2018,4,1579998,0
2019,1,1908898,0
2019,1,1908898,0
2019,1,1908898,0
2019,1,1908898,0
2019,2,2191066,13206373
2019,2,2191066,13206373
2019,2,2191066,13206373
2019,2,2191066,13206373
2019,3,2435058,46362341
2019,3,2435058,46362341
2019,3,2435058,46362341
2019,3,2435058,46362341
2019,4,2725900,57278977
2019,4,2725900,57278977
2019,4,2725900,57278977
2019,4,2725900,57278977
2020,1,3016487,64224101
2020,1,3016487,64224101
2020,1,3016487,64224101
2020,1,3016487,64224101
2020,2,3401658,68493384
2020,2,3401658,68493384
2020,2,3401658,68493384
2020,2,3401658,68493384
2020,3,3799386,86918606
2020,3,3799386,86918606
2020,3,3799386,86918606
2020,3,3799386,86918606
2020,4,4190601,109900467
2020,4,4190601,109900467
2020,4,4190601,109900467
2020,4,4190601,109900467
2021,1,4514551,124648704
2021,1,4514551,124648704
2021,1,4514551,124648704
2021,1,4514551,124648704
2021,2,4837055,205784717
2021,2,4837055,205784717
2021,2,4837055,205784717
2021,2,4837055,205784717
2021,3,5206084,276486076
2021,3,5206084,276486076
2021,3,5206084,276486076
2021,3,5206084,276486076
2021,4,5565481,251752583
2021,4,5565481,251752583
2021,4,5565481,251752583
2021,4,5565481,251752583
2022,1,5916961,448503438
2022,1,5916961,448503438
2022,1,5916961,448503438
2022,1,5916961,448503438
2022,2,6238349,501411120
2022,2,6238349,501411120
2022,2,6238349,501411120
2022,2,6238349,501411120
2022,3,6562237,543206487
2022,3,6562237,543206487
2022,3,6562237,543206487
2022,3,6562237,543206487
2022,4,6846822,354976814
2022,4,6846822,354976814
2022,4,6846822,354976814
2022,4,6846822,354976814
2018,1,53258,0
2018,1,53258,0
2018,1,53258,0
2018,1,53258,0
2018,2,71458,0
2018,2,71458,0
2018,2,71458,0
2018,2,71458,0
2018,3,92107,0
2018,3,92107,0
2018,3,92107,0
2018,3,92107,0
2018,4,116511,0
2018,4,116511,0
2018,4,116511,0
2018,4,116511,0
2019,1,140532,0
2019,1,140532,0
2019,1,140532,0
2019,1,140532,0
2019,2,158580,860686
2019,2,158580,860686
2019,2,158580,860686
2019,2,158580,860686
2019,3,176929,3126189
2019,3,176929,3126189
2019,3,176929,3126189
2019,3,176929,3126189
2019,4,197598,3770543
2019,4,197598,3770543
2019,4,197598,3770543
2019,4,197598,3770543
2020,1,218496,4195122
2020,1,218496,4195122
2020,1,218496,4195122
2020,1,218496,4195122
2020,2,244814,4505127
2020,2,244814,4505127
2020,2,244814,4505127
2020,2,244814,4505127
2020,3,267946,4421499
2020,3,267946,4421499
2020,3,267946,4421499
2020,3,267946,4421499
2020,4,296493,6196436
2020,4,296493,6196436
2020,4,296493,6196436
2020,4,296493,6196436
2021,1,321396,7302462
2021,1,321396,7302462
2021,1,321396,7302462
2021,1,321396,7302462
2021,2,344994,5062983
2021,2,344994,5062983
2021,2,344994,5062983
2021,2,344994,5062983
2021,3,371874,7162734
2021,3,371874,7162734
2021,3,371874,7162734
2021,3,371874,7162734
2021,4,398963,15009455
2021,4,398963,15009455
2021,4,398963,15009455
2021,4,398963,15009455
2022,1,424570,3910792
2022,1,424570,3910792
2022,1,424570,3910792
2022,1,424570,3910792
2022,2,449016,3886292
2022,2,449016,3886292
2022,2,449016,3886292
2022,2,449016,3886292
2022,3,474807,3837881
2022,3,474807,3837881
2022,3,474807,3837881
2022,3,474807,3837881
2022,4,500125,24066770
2022,4,500125,24066770
2022,4,500125,24066770
2022,4,500125,24066770
2018,1,2087022,0
2018,1,2087022,0
2018,1,2087022,0
2018,1,2087022,0
2018,2,2756141,0
2018,2,2756141,0
2018,2,2756141,0
2018,2,2756141,0
2018,3,3504911,0
2018,3,3504911,0
2018,3,3504911,0
2018,3,3504911,0
2018,4,4630313,0
2018,4,4630313,0
2018,4,4630313,0
2018,4,4630313,0
2019,1,5499263,0
2019,1,5499263,0
2019,1,5499263,0
2019,1,5499263,0
2019,2,6165448,43731570
2019,2,6165448,43731570
2019,2,6165448,43731570
2019,2,6165448,43731570
2019,3,6782286,163381027
2019,3,6782286,163381027
2019,3,6782286,163381027
2019,3,6782286,163381027
2019,4,7289883,172682671
2019,4,7289883,172682671
2019,4,7289883,172682671
2019,4,7289883,172682671
2020,1,7826197,178263986
2020,1,7826197,178263986
2020,1,7826197,178263986
2020,1,7826197,178263986
2020,2,8391139,142852253
2020,2,8391139,142852253
2020,2,8391139,142852253
2020,2,8391139,142852253
2020,3,9044174,190025029
2020,3,9044174,190025029
2020,3,9044174,190025029
2020,3,9044174,190025029
2020,4,9747968,243433752
2020,4,9747968,243433752
2020,4,9747968,243433752
2020,4,9747968,243433752
2021,1,10467210,281201600
2021,1,10467210,281201600
2021,1,10467210,281201600
2021,1,10467210,281201600
2021,2,11182699,164997774
2021,2,11182699,164997774
2021,2,11182699,164997774
2021,2,11182699,164997774
2021,3,11980061,223844376
2021,3,11980061,223844376
2021,3,11980061,223844376
2021,3,11980061,223844376
2021,4,12785127,345669353
2021,4,12785127,345669353
2021,4,12785127,345669353
2021,4,12785127,345669353
2022,1,13539197,57524153
2022,1,13539197,57524153
2022,1,13539197,57524153
2022,1,13539197,57524153
2022,2,14260143,52553080
2022,2,14260143,52553080
2022,2,14260143,52553080
2022,2,14260143,52553080
2022,3,15009523,49919498
2022,3,15009523,49919498
2022,3,15009523,49919498
2022,3,15009523,49919498
2022,4,15764149,401864749
2022,4,15764149,401864749
2022,4,15764149,401864749
2022,4,15764149,401864749
2018,1,91936,0
2018,1,91936,0
2018,1,91936,0
2018,1,91936,0
2018,2,122174,0
2018,2,122174,0
2018,2,122174,0
2018,2,122174,0
2018,3,153802,0
2018,3,153802,0
2018,3,153802,0
2018,3,153802,0
2018,4,195350,0
2018,4,195350,0
2018,4,195350,0
2018,4,195350,0
2019,1,238152,0
2019,1,238152,0
2019,1,238152,0
2019,1,238152,0
2019,2,278940,1352232
2019,2,278940,1352232
2019,2,278940,1352232
2019,2,278940,1352232
2019,3,317194,4753892
2019,3,317194,4753892
2019,3,317194,4753892
2019,3,317194,4753892
2019,4,353546,6290543
2019,4,353546,6290543
2019,4,353546,6290543
2019,4,353546,6290543
2020,1,391900,7147233
2020,1,391900,7147233
2020,1,391900,7147233
2020,1,391900,7147233
2020,2,430639,5310126
2020,2,430639,5310126
2020,2,430639,5310126
2020,2,430639,5310126
2020,3,474962,6129766
2020,3,474962,6129766
2020,3,474962,6129766
2020,3,474962,6129766
2020,4,527584,10991118
2020,4,527584,10991118
2020,4,527584,10991118
2020,4,527584,10991118
2021,1,570035,15467672
2021,1,570035,15467672
2021,1,570035,15467672
2021,1,570035,15467672
2021,2,609106,12710361
2021,2,609106,12710361
2021,2,609106,12710361
2021,2,609106,12710361
2021,3,653458,16575111
2021,3,653458,16575111
2021,3,653458,16575111
2021,3,653458,16575111
2021,4,697178,28288254
2021,4,697178,28288254
2021,4,697178,28288254
2021,4,697178,28288254
2022,1,738628,18678798
2022,1,738628,18678798
2022,1,738628,18678798
2022,1,738628,18678798
2022,2,777779,19062157
2022,2,777779,19062157
2022,2,777779,19062157
2022,2,777779,19062157
2022,3,817830,19712764
2022,3,817830,19712764
2022,3,817830,19712764
2022,3,817830,19712764
2022,4,855202,43005212
2022,4,855202,43005212
2022,4,855202,43005212
2022,4,855202,43005212
2018,1,2690048,0
2018,1,2690048,0
2018,1,2690048,0
2018,1,2690048,0
2018,2,3565825,0
2018,2,3565825,0
2018,2,3565825,0
2018,2,3565825,0
2018,3,4433183,0
2018,3,4433183,0
2018,3,4433183,0
2018,3,4433183,0
2018,4,5579040,0
2018,4,5579040,0
2018,4,5579040,0
2018,4,5579040,0
2019,1,6652536,0
2019,1,6652536,0
2019,1,6652536,0
2019,1,6652536,0
2019,2,7574645,34890301
2019,2,7574645,34890301
2019,2,7574645,34890301
2019,2,7574645,34890301
2019,3,8429299,129441484
2019,3,8429299,129441484
2019,3,8429299,129441484
2019,3,8429299,129441484
2019,4,9323799,147973757
2019,4,9323799,147973757
2019,4,9323799,147973757
2019,4,9323799,147973757
2020,1,10259843,165605122
2020,1,10259843,165605122
2020,1,10259843,165605122
2020,1,10259843,165605122
2020,2,11392657,155264359
2020,2,11392657,155264359
2020,2,11392657,155264359
2020,2,11392657,155264359
2020,3,12467847,184402472
2020,3,12467847,184402472
2020,3,12467847,184402472
2020,3,12467847,184402472
2020,4,13605203,230497353
2020,4,13605203,230497353
2020,4,13605203,230497353
2020,4,13605203,230497353
2021,1,14670126,264732874
2021,1,14670126,264732874
2021,1,14670126,264732874
2021,1,14670126,264732874
2021,2,15735981,282432543
2021,2,15735981,282432543
2021,2,15735981,282432543
2021,2,15735981,282432543
2021,3,16946761,379987151
2021,3,16946761,379987151
2021,3,16946761,379987151
2021,3,16946761,379987151
2021,4,18139201,487846209
2021,4,18139201,487846209
2021,4,18139201,487846209
2021,4,18139201,487846209
2022,1,19265314,521776939
2022,1,19265314,521776939
2022,1,19265314,521776939
2022,1,19265314,521776939
2022,2,20321596,609943436
2022,2,20321596,609943436
2022,2,20321596,609943436
2022,2,20321596,609943436
2022,3,21394721,699121904
2022,3,21394721,699121904
2022,3,21394721,699121904
2022,3,21394721,699121904
2022,4,22412353,790984595
2022,4,22412353,790984595
2022,4,22412353,790984595
2022,4,22412353,790984595
2018,1,1847357,0
2018,1,1847357,0
2018,1,1847357,0
2018,1,1847357,0
2018,2,2447221,0
2018,2,2447221,0
2018,2,2447221,0
2018,2,2447221,0
2018,3,3020398,0
2018,3,3020398,0
2018,3,3020398,0
2018,3,3020398,0
2018,4,3793079,0
2018,4,3793079,0
2018,4,3793079,0
2018,4,3793079,0
2019,1,4538767,0
2019,1,4538767,0
2019,1,4538767,0
2019,1,4538767,0
2019,2,5178030,31929195
2019,2,5178030,31929195
2019,2,5178030,31929195
2019,2,5178030,31929195
2019,3,5783752,118332587
2019,3,5783752,118332587
2019,3,5783752,118332587
2019,3,5783752,118332587
2019,4,6366679,136721888
2019,4,6366679,136721888
2019,4,6366679,136721888
2019,4,6366679,136721888
2020,1,7018770,157793468
2020,1,7018770,157793468
2020,1,7018770,157793468
2020,1,7018770,157793468
2020,2,7682878,143650123
2020,2,7682878,143650123
2020,2,7682878,143650123
2020,2,7682878,143650123
2020,3,8398816,188614769
2020,3,8398816,188614769
2020,3,8398816,188614769
2020,3,8398816,188614769
2020,4,9129873,236101307
2020,4,9129873,236101307
2020,4,9129873,236101307
2020,4,9129873,236101307
2021,1,9827905,266686683
2021,1,9827905,266686683
2021,1,9827905,266686683
2021,1,9827905,266686683
2021,2,10530594,234052506
2021,2,10530594,234052506
2021,2,10530594,234052506
2021,2,10530594,234052506
2021,3,11325336,296884105
2021,3,11325336,296884105
2021,3,11325336,296884105
2021,3,11325336,296884105
2021,4,12116439,442176987
2021,4,12116439,442176987
2021,4,12116439,442176987
2021,4,12116439,442176987
2022,1,12866988,217228467
2022,1,12866988,217228467
2022,1,12866988,217228467
2022,1,12866988,217228467
2022,2,13576065,236091309
2022,2,13576065,236091309
2022,2,13576065,236091309
2022,2,13576065,236091309
2022,3,14303933,265475161
2022,3,14303933,265475161
2022,3,14303933,265475161
2022,3,14303933,265475161
2022,4,14994944,556898878
2022,4,14994944,556898878
2022,4,14994944,556898878
2022,4,14994944,556898878
2018,1,227373,0
2018,1,227373,0
2018,1,227373,0
2018,1,227373,0
2018,2,315299,0
2018,2,315299,0
2018,2,315299,0
2018,2,315299,0
2018,3,407634,0
2018,3,407634,0
2018,3,407634,0
2018,3,407634,0
2018,4,526343,0
2018,4,526343,0
2018,4,526343,0
2018,4,526343,0
2019,1,653205,0
2019,1,653205,0
2019,1,653205,0
2019,1,653205,0
2019,2,772603,3321711
2019,2,772603,3321711
2019,2,772603,3321711
2019,2,772603,3321711
2019,3,876184,10720741
2019,3,876184,10720741
2019,3,876184,10720741
2019,3,876184,10720741
2019,4,985945,12637904
2019,4,985945,12637904
2019,4,985945,12637904
2019,4,985945,12637904
2020,1,1106025,14640104
2020,1,1106025,14640104
2020,1,1106025,14640104
2020,1,1106025,14640104
2020,2,1249867,16125580
2020,2,1249867,16125580
2020,2,1249867,16125580
2020,2,1249867,16125580
2020,3,1378634,18411750
2020,3,1378634,18411750
2020,3,1378634,18411750
2020,3,1378634,18411750
2020,4,1508766,22001148
2020,4,1508766,22001148
2020,4,1508766,22001148
2020,4,1508766,22001148
2021,1,1622951,24228094
2021,1,1622951,24228094
2021,1,1622951,24228094
2021,1,1622951,24228094
2021,2,1743151,43269977
2021,2,1743151,43269977
2021,2,1743151,43269977
2021,2,1743151,43269977
2021,3,1880626,52970288
2021,3,1880626,52970288
2021,3,1880626,52970288
2021,3,1880626,52970288
2021,4,2013747,47670982
2021,4,2013747,47670982
2021,4,2013747,47670982
2021,4,2013747,47670982
2022,1,2143483,77278278
2022,1,2143483,77278278
2022,1,2143483,77278278
2022,1,2143483,77278278
2022,2,2264407,102488683
2022,2,2264407,102488683
2022,2,2264407,102488683
2022,2,2264407,102488683
2022,3,2381576,108832538
2022,3,2381576,108832538
2022,3,2381576,108832538
2022,3,2381576,108832538
2022,4,2483076,72355717
2022,4,2483076,72355717
2022,4,2483076,72355717
2022,4,2483076,72355717
2018,1,176425,0
2018,1,176425,0
2018,1,176425,0
2018,1,176425,0
2018,2,261609,0
2018,2,261609,0
2018,2,261609,0
2018,2,261609,0
2018,3,342529,0
2018,3,342529,0
2018,3,342529,0
2018,3,342529,0
2018,4,436563,0
2018,4,436563,0
2018,4,436563,0
2018,4,436563,0
2019,1,530669,0
2019,1,530669,0
2019,1,530669,0
2019,1,530669,0
2019,2,631193,2705373
2019,2,631193,2705373
2019,2,631193,2705373
2019,2,631193,2705373
2019,3,658455,3843919
2019,3,658455,3843919
2019,3,658455,3843919
2019,3,658455,3843919
2019,4,673367,998572
2019,4,673367,998572
2019,4,673367,998572
2019,4,673367,998572
2020,1,735408,4476894
2020,1,735408,4476894
2020,1,735408,4476894
2020,1,735408,4476894
2020,2,845294,9856653
2020,2,845294,9856653
2020,2,845294,9856653
2020,2,845294,9856653
2020,3,949819,11443454
2020,3,949819,11443454
2020,3,949819,11443454
2020,3,949819,11443454
2020,4,1079022,16018751
2020,4,1079022,16018751
2020,4,1079022,16018751
2020,4,1079022,16018751
2021,1,1174818,18834009
2021,1,1174818,18834009
2021,1,1174818,18834009
2021,1,1174818,18834009
2021,2,1261267,34274559
2021,2,1261267,34274559
2021,2,1261267,34274559
2021,2,1261267,34274559
2021,3,1359860,45025197
2021,3,1359860,45025197
2021,3,1359860,45025197
2021,3,1359860,45025197
2021,4,1456810,36012148
2021,4,1456810,36012148
2021,4,1456810,36012148
2021,4,1456810,36012148
2022,1,1549320,62115857
2022,1,1549320,62115857
2022,1,1549320,62115857
2022,1,1549320,62115857
2022,2,1635570,89986310
2022,2,1635570,89986310
2022,2,1635570,89986310
2022,2,1635570,89986310
2022,3,1719185,109346235
2022,3,1719185,109346235
2022,3,1719185,109346235
2022,3,1719185,109346235
2022,4,1793434,60205865
2022,4,1793434,60205865
2022,4,1793434,60205865
2022,4,1793434,60205865
2018,1,885762,0
2018,1,885762,0
2018,1,885762,0
2018,1,885762,0
2018,2,1230599,0
2018,2,1230599,0
2018,2,1230599,0
2018,2,1230599,0
2018,3,1532362,0
2018,3,1532362,0
2018,3,1532362,0
2018,3,1532362,0
2018,4,1913949,0
2018,4,1913949,0
2018,4,1913949,0
2018,4,1913949,0
2019,1,2279329,0
2019,1,2279329,0
2019,1,2279329,0
2019,1,2279329,0
2019,2,2604854,14929066
2019,2,2604854,14929066
2019,2,2604854,14929066
2019,2,2604854,14929066
2019,3,2915511,55504460
2019,3,2915511,55504460
2019,3,2915511,55504460
2019,3,2915511,55504460
2019,4,3281371,70181789
2019,4,3281371,70181789
2019,4,3281371,70181789
2019,4,3281371,70181789
2020,1,3651393,74014713
2020,1,3651393,74014713
2020,1,3651393,74014713
2020,1,3651393,74014713
2020,2,4061035,76339276
