Entity_Name,Year,Quarter,Type,Count,Amount,State
382481,2020,2,Pincode,345147,533416336.1128773,gujarat
385535,2020,2,Pincode,327067,647032195.1776508,gujarat
382415,2020,2,Pincode,323936,474684195.07314795,gujarat
ahmadabad,2020,2,District,16430916,32731896547.15033,gujarat
surat,2020,2,District,5654552,9378177062.809792,gujarat
vadodara,2020,2,District,2796615,4621695376.570125,gujarat
gandhinagar,2020,2,District,2039285,2913004123.5804567,gujarat
banas kantha,2020,2,District,1860625,3107051803.5377526,gujarat
bharuch,2020,2,District,1673375,2438983130.59495,gujarat
mahesana,2020,2,District,1592579,2300168470.716814,gujarat
valsad,2020,2,District,1498222,2040840946.3210487,gujarat
kachchh,2020,2,District,1428844,2663558233.321313,gujarat
rajkot,2020,2,District,1360781,2344811087.112481,gujarat
380001,2020,3,Pincode,9734185,23152428012.586617,gujarat
395003,2020,3,Pincode,1716356,4234790100.810323,gujarat
390001,2020,3,Pincode,627631,1424719677.8692636,gujarat
382350,2020,3,Pincode,578686,1113711569.84419,gujarat
394210,2020,3,Pincode,550490,886152709.4698042,gujarat
382481,2020,3,Pincode,524777,845606210.1047603,gujarat
395006,2020,3,Pincode,510309,1172713512.3121746,gujarat
382415,2020,3,Pincode,496061,936821603.6409987,gujarat
396191,2020,3,Pincode,472523,822408153.032152,gujarat
382330,2020,3,Pincode,468060,764094963.3973218,gujarat
ahmadabad,2020,3,District,21769867,43364229618.72334,gujarat
surat,2020,3,District,7272097,14667802723.39091,gujarat
vadodara,2020,3,District,4247473,7377577452.2292185,gujarat
gandhinagar,2020,3,District,2828558,4509986129.973013,gujarat
bharuch,2020,3,District,2145954,3492190237.8492527,gujarat
banas kantha,2020,3,District,2102221,4347810483.865207,gujarat
mahesana,2020,3,District,1898909,3469191791.4686623,gujarat
kachchh,2020,3,District,1762816,3715321888.0775957,gujarat
valsad,2020,3,District,1743270,2801506603.415721,gujarat
rajkot,2020,3,District,1490309,2995153084.6346493,gujarat
380001,2020,4,Pincode,9350995,21416748946.661865,gujarat
395003,2020,4,Pincode,1883053,4437573255.564674,gujarat
395006,2020,4,Pincode,906415,2189038301.3950315,gujarat
394210,2020,4,Pincode,873023,1552178295.1246743,gujarat
395010,2020,4,Pincode,806607,2069118073.3934765,gujarat
382350,2020,4,Pincode,767783,1609402841.7257638,gujarat
396191,2020,4,Pincode,719120,1259192375.812294,gujarat
382481,2020,4,Pincode,701479,1196545943.7051742,gujarat
390001,2020,4,Pincode,673078,1380721096.4707134,gujarat
382415,2020,4,Pincode,647735,1327210543.6322489,gujarat
ahmadabad,2020,4,District,25926518,50995692377.18628,gujarat
surat,2020,4,District,10950779,22483338828.296673,gujarat
vadodara,2020,4,District,6066452,10175864216.096031,gujarat
gandhinagar,2020,4,District,3802536,6260558379.008725,gujarat
bharuch,2020,4,District,3243841,5265465828.675046,gujarat
banas kantha,2020,4,District,2687464,5676878891.729177,gujarat
valsad,2020,4,District,2565319,4183435576.3542786,gujarat
mahesana,2020,4,District,2473227,4748375062.213287,gujarat
kachchh,2020,4,District,2405892,5163742799.021423,gujarat
rajkot,2020,4,District,1980653,4184580562.7370853,gujarat
380001,2021,1,Pincode,18692590,35260703527.42645,gujarat
395003,2021,1,Pincode,3574224,7507189908.415331,gujarat
390001,2021,1,Pincode,1309805,2380240591.7761126,gujarat
395006,2021,1,Pincode,963950,2502491532.126816,gujarat
394210,2021,1,Pincode,950097,1802808593.838027,gujarat
395010,2021,1,Pincode,878617,2401387485.5382814,gujarat
382350,2021,1,Pincode,815835,1752170004.0804417,gujarat
396191,2021,1,Pincode,790429,1448287577.9135673,gujarat
382481,2021,1,Pincode,775937,1349941435.8072865,gujarat
380058,2021,1,Pincode,734115,1153029837.9890175,gujarat
ahmadabad,2021,1,District,36857358,68688129153.5751,gujarat
surat,2021,1,District,13429789,28261722802.55279,gujarat
vadodara,2021,1,District,7191021,11925964623.063154,gujarat
gandhinagar,2021,1,District,4275528,7290530767.260056,gujarat
bharuch,2021,1,District,3420929,5756013890.9055805,gujarat
banas kantha,2021,1,District,2927080,6883945517.865921,gujarat
valsad,2021,1,District,2745663,4775335083.735587,gujarat
kachchh,2021,1,District,2664604,6036765372.934219,gujarat
mahesana,2021,1,District,2587041,5454846785.509393,gujarat
rajkot,2021,1,District,2278417,5057583315.413301,gujarat
380001,2021,2,Pincode,24909165,44195604124.56421,gujarat
395003,2021,2,Pincode,4621785,9016187582.009258,gujarat
390001,2021,2,Pincode,1618101,2869957546.5403905,gujarat
394210,2021,2,Pincode,1062648,1935669455.4092746,gujarat
395006,2021,2,Pincode,1007064,2610546973.3214808,gujarat
396191,2021,2,Pincode,906437,1642806528.937462,gujarat
382350,2021,2,Pincode,873810,1967989705.1061916,gujarat
395010,2021,2,Pincode,863020,2239159842.8368225,gujarat
382481,2021,2,Pincode,820491,1464989667.8322325,gujarat
382415,2021,2,Pincode,766476,1605513889.561928,gujarat
ahmadabad,2021,2,District,44173046,79437951666.15146,gujarat
surat,2021,2,District,15230233,30756115155.739147,gujarat
vadodara,2021,2,District,7847805,12902554421.6506,gujarat
gandhinagar,2021,2,District,4552010,7835004938.194845,gujarat
bharuch,2021,2,District,3937665,6464930552.559841,gujarat
banas kantha,2021,2,District,3648428,8286069195.93278,gujarat
kachchh,2021,2,District,3268191,7040086478.344804,gujarat
valsad,2021,2,District,3236626,5434041159.757242,gujarat
mahesana,2021,2,District,3118685,6292779692.204142,gujarat
rajkot,2021,2,District,2675842,5707346831.237131,gujarat
380001,2021,3,Pincode,31818742,53859258361.39296,gujarat
395003,2021,3,Pincode,6110686,11411418002.110046,gujarat
390001,2021,3,Pincode,2114178,3543368722.384379,gujarat
394210,2021,3,Pincode,1473699,2595023023.418545,gujarat
395006,2021,3,Pincode,1425854,3478372396.661721,gujarat
395010,2021,3,Pincode,1328803,3408425378.6626863,gujarat
396191,2021,3,Pincode,1293900,2251720652.0150137,gujarat
382350,2021,3,Pincode,1186041,2576358355.0277,gujarat
382481,2021,3,Pincode,1110949,1908418888.2582488,gujarat
380058,2021,3,Pincode,1088931,1661421897.5552168,gujarat
ahmadabad,2021,3,District,58611265,101760598132.07089,gujarat
surat,2021,3,District,21214459,40838608900.13972,gujarat
vadodara,2021,3,District,10555446,16336422910.897556,gujarat
gandhinagar,2021,3,District,6318239,10546315790.961113,gujarat
bharuch,2021,3,District,5280607,8322570348.519125,gujarat
banas kantha,2021,3,District,4877149,11302732744.859072,gujarat
valsad,2021,3,District,4434194,7173200940.388832,gujarat
kachchh,2021,3,District,4378602,9001941152.864368,gujarat
mahesana,2021,3,District,4085272,8371811502.228019,gujarat
rajkot,2021,3,District,3586356,7726777654.637351,gujarat
380001,2021,4,Pincode,37718845,64984430216.761955,gujarat
395003,2021,4,Pincode,7475140,14043446799.48725,gujarat
390001,2021,4,Pincode,2507434,4187997719.199603,gujarat
394210,2021,4,Pincode,1954597,3498917760.7223473,gujarat
396191,2021,4,Pincode,1679940,2963843659.0427732,gujarat
395006,2021,4,Pincode,1621078,4073017934.990554,gujarat
395010,2021,4,Pincode,1581216,4182383437.7399592,gujarat
382350,2021,4,Pincode,1381825,3165595986.6160836,gujarat
380058,2021,4,Pincode,1315637,2022465114.1169388,gujarat
382481,2021,4,Pincode,1302331,2292362154.279738,gujarat
ahmadabad,2021,4,District,70075885,124559345468.31935,gujarat
surat,2021,4,District,26358525,51244301661.33562,gujarat
vadodara,2021,4,District,12675332,20051547592.844345,gujarat
gandhinagar,2021,4,District,7658806,13063535935.91779,gujarat
bharuch,2021,4,District,6671068,10647007113.465914,gujarat
banas kantha,2021,4,District,6396725,14662295530.137415,gujarat
valsad,2021,4,District,5798487,9554286592.777279,gujarat
kachchh,2021,4,District,5470337,11281039516.167408,gujarat
mahesana,2021,4,District,5022604,10719744656.891113,gujarat
rajkot,2021,4,District,4398724,9808446763.924477,gujarat
380001,2022,1,Pincode,43066167,73237978832.22348,gujarat
395003,2022,1,Pincode,8742989,16336269012.02546,gujarat
390001,2022,1,Pincode,2853620,4715530989.557235,gujarat
394210,2022,1,Pincode,2346308,4212046726.0476465,gujarat
395006,2022,1,Pincode,1980697,4894153433.470372,gujarat
396191,2022,1,Pincode,1959137,3483344352.0207405,gujarat
395010,2022,1,Pincode,1896179,5103638173.022648,gujarat
385535,2022,1,Pincode,1630473,3867046789.561491,gujarat
382350,2022,1,Pincode,1572296,3569714791.1866403,gujarat
385001,2022,1,Pincode,1532483,3286287009.2220364,gujarat
ahmadabad,2022,1,District,79952986,140746136456.2987,gujarat
surat,2022,1,District,31199368,60384509134.17688,gujarat
vadodara,2022,1,District,14343830,22232541228.698696,gujarat
gandhinagar,2022,1,District,8605006,14673670632.364445,gujarat
banas kantha,2022,1,District,7973644,18279879154.011223,gujarat
bharuch,2022,1,District,7704075,12142511077.777298,gujarat
valsad,2022,1,District,6673719,11065186874.369564,gujarat
kachchh,2022,1,District,6493295,13234467234.409914,gujarat
mahesana,2022,1,District,5772191,12148997855.25247,gujarat
rajkot,2022,1,District,5044420,11183107357.249798,gujarat
380001,2022,2,Pincode,52753664,84432798058.52104,gujarat
395003,2022,2,Pincode,10672645,18758395287.861027,gujarat
390001,2022,2,Pincode,3369020,5305843470.404314,gujarat
394210,2022,2,Pincode,2777449,4898335956.672746,gujarat
396191,2022,2,Pincode,2335854,3880649447.3451133,gujarat
395006,2022,2,Pincode,2324015,5379127575.200686,gujarat
395010,2022,2,Pincode,2256180,5670502737.641578,gujarat
385535,2022,2,Pincode,2022153,4444364110.485488,gujarat
385001,2022,2,Pincode,1838275,3754171188.3705053,gujarat
382350,2022,2,Pincode,1836488,4063455499.5444765,gujarat
ahmadabad,2022,2,District,96453555,161506106645.9494,gujarat
surat,2022,2,District,37371820,68525386888.440254,gujarat
vadodara,2022,2,District,16566055,24927078678.274376,gujarat
gandhinagar,2022,2,District,10158506,16650584409.353096,gujarat
banas kantha,2022,2,District,9732655,20605533611.378273,gujarat
bharuch,2022,2,District,8898927,13524403306.877403,gujarat
valsad,2022,2,District,8033358,12554813235.049372,gujarat
kachchh,2022,2,District,7934471,15334005512.230762,gujarat
mahesana,2022,2,District,6831581,13686497405.843655,gujarat
rajkot,2022,2,District,6063252,12629937169.82262,gujarat
380001,2022,3,Pincode,69641063,102800764086.34274,gujarat
395003,2022,3,Pincode,17475931,27657120519.506294,gujarat
390001,2022,3,Pincode,9500153,13357107455.6829,gujarat
396191,2022,3,Pincode,3727566,5404237251.695282,gujarat
394210,2022,3,Pincode,3018669,5000124611.505702,gujarat
360001,2022,3,Pincode,2911413,5022471536.518374,gujarat
392001,2022,3,Pincode,2835979,3884366869.986515,gujarat
395006,2022,3,Pincode,2503127,5423716764.026315,gujarat
395010,2022,3,Pincode,2433767,5701142499.951949,gujarat
385535,2022,3,Pincode,2366098,4957155043.116726,gujarat
ahmadabad,2022,3,District,117574996,184255244712.72235,gujarat
surat,2022,3,District,46500453,78304481289.11215,gujarat
vadodara,2022,3,District,23318716,32733106034.5252,gujarat
bharuch,2022,3,District,11270803,15949022077.719543,gujarat
banas kantha,2022,3,District,11035119,22401495021.82648,gujarat
gandhinagar,2022,3,District,10879868,17098915693.488312,gujarat
valsad,2022,3,District,9633288,13905599408.86188,gujarat
kachchh,2022,3,District,9375781,16533683640.30562,gujarat
rajkot,2022,3,District,8053297,15206611341.200827,gujarat
mahesana,2022,3,District,6403784,12429803356.66823,gujarat
380001,2022,4,Pincode,82141571,124501769828.67831,gujarat
395003,2022,4,Pincode,20372857,32306602076.931435,gujarat
390001,2022,4,Pincode,6233032,9405707962.878475,gujarat
392001,2022,4,Pincode,6146132,8699061457.427103,gujarat
396191,2022,4,Pincode,4488548,6401533326.23485,gujarat
360001,2022,4,Pincode,3551353,6259053744.202771,gujarat
394210,2022,4,Pincode,3449932,5509684302.628181,gujarat
395010,2022,4,Pincode,2565136,5999191728.470708,gujarat
385001,2022,4,Pincode,2508889,5036063890.269462,gujarat
385535,2022,4,Pincode,2475780,5333291153.161168,gujarat
ahmadabad,2022,4,District,133174553,212037117715.34888,gujarat
surat,2022,4,District,52037142,85923991746.92255,gujarat
vadodara,2022,4,District,20968443,30304178848.49663,gujarat
bharuch,2022,4,District,15879527,22486941029.828552,gujarat
banas kantha,2022,4,District,12352158,25179922289.863693,gujarat
gandhinagar,2022,4,District,12010565,19015449813.738018,gujarat
valsad,2022,4,District,11103340,15842261457.57137,gujarat
kachchh,2022,4,District,9617702,17113433243.309341,gujarat
rajkot,2022,4,District,9260831,17834314868.93695,gujarat
mahesana,2022,4,District,7160396,14173625244.242262,gujarat
122006,2018,1,Pincode,328965,497159951.36888236,haryana
122001,2018,1,Pincode,181309,316977079.5953678,haryana
122051,2018,1,Pincode,125513,177386117.4944107,haryana
121004,2018,1,Pincode,100740,138495399.9352557,haryana
122002,2018,1,Pincode,99921,205984533.53854018,haryana
121008,2018,1,Pincode,97586,150995888.95033914,haryana
121003,2018,1,Pincode,96271,125957155.00619048,haryana
122004,2018,1,Pincode,89526,113585852.93917108,haryana
122016,2018,1,Pincode,85989,135881032.7456196,haryana
121001,2018,1,Pincode,68083,117861713.17230153,haryana
gurugram,2018,1,District,1408070,2317083393.896097,haryana
faridabad,2018,1,District,521939,772738359.1903924,haryana
hisar,2018,1,District,240517,355732765.75367296,haryana
rewari,2018,1,District,199418,280095218.8487885,haryana
panipat,2018,1,District,183960,263054774.74491566,haryana
sonipat,2018,1,District,178766,279804665.74758285,haryana
karnal,2018,1,District,169313,247718779.0667546,haryana
sirsa,2018,1,District,164867,164313975.8712107,haryana
bhiwani,2018,1,District,125150,190361119.40027064,haryana
rohtak,2018,1,District,121728,215207976.23801103,haryana
122006,2018,2,Pincode,371438,691480831.8004122,haryana
122001,2018,2,Pincode,262684,514731354.174217,haryana
122051,2018,2,Pincode,160606,266390779.8519504,haryana
122002,2018,2,Pincode,153438,339532002.2969342,haryana
121004,2018,2,Pincode,136727,220212475.75836295,haryana
121008,2018,2,Pincode,122917,224837881.84669778,haryana
121003,2018,2,Pincode,122508,201500615.63492683,haryana
122004,2018,2,Pincode,119955,185267179.18462908,haryana
122016,2018,2,Pincode,117838,214560096.63941285,haryana
124001,2018,2,Pincode,99005,226416189.28992113,haryana
gurugram,2018,2,District,1893511,3604758914.7352195,haryana
faridabad,2018,2,District,698865,1211325239.4669201,haryana
hisar,2018,2,District,320500,627894549.2713584,haryana
panipat,2018,2,District,265754,440169913.37038267,haryana
rewari,2018,2,District,263194,453157049.1288283,haryana
sonipat,2018,2,District,253130,475518495.4836759,haryana
sirsa,2018,2,District,234948,288080253.195745,haryana
karnal,2018,2,District,224254,430353501.61753666,haryana
ambala,2018,2,District,180500,352994750.8908926,haryana
rohtak,2018,2,District,179677,372787270.2835766,haryana
122006,2018,3,Pincode,517657,857203811.0603806,haryana
122001,2018,3,Pincode,411984,749061449.0431736,haryana
122002,2018,3,Pincode,261912,483746044.5584421,haryana
122051,2018,3,Pincode,220903,379695985.8156146,haryana
121004,2018,3,Pincode,190648,317188533.3803125,haryana
121003,2018,3,Pincode,185305,292496276.8923502,haryana
122016,2018,3,Pincode,178090,298978870.02390015,haryana
121008,2018,3,Pincode,167114,274820322.7130353,haryana
121001,2018,3,Pincode,166380,269844404.78730685,haryana
122004,2018,3,Pincode,161872,259589993.34955308,haryana
gurugram,2018,3,District,2877059,5115393851.988528,haryana
faridabad,2018,3,District,1058983,1722572594.332482,haryana
hisar,2018,3,District,390428,961080725.8344724,haryana
rewari,2018,3,District,350599,643047741.7898456,haryana
panipat,2018,3,District,331409,660571357.2553346,haryana
sonipat,2018,3,District,315829,689899150.946893,haryana
karnal,2018,3,District,282956,594890203.9680781,haryana
rohtak,2018,3,District,242013,568546327.48272,haryana
ambala,2018,3,District,233248,522223540.2280037,haryana
sirsa,2018,3,District,222321,409263123.8749541,haryana
122001,2018,4,Pincode,694431,1148743178.0424545,haryana
122006,2018,4,Pincode,668486,1394479164.459892,haryana
121001,2018,4,Pincode,455463,480043693.7631273,haryana
122002,2018,4,Pincode,452206,711326593.8976194,haryana
121004,2018,4,Pincode,399918,549162202.9242527,haryana
121003,2018,4,Pincode,386737,492239352.95115876,haryana
122051,2018,4,Pincode,352201,584037252.0297179,haryana
122016,2018,4,Pincode,312023,445338384.79740095,haryana
121005,2018,4,Pincode,269715,294522346.8924086,haryana
122004,2018,4,Pincode,267571,407569713.3937744,haryana
gurugram,2018,4,District,4651606,7834266744.800946,haryana
faridabad,2018,4,District,2271109,2832603200.576729,haryana
rewari,2018,4,District,535609,1038332553.8976262,haryana
hisar,2018,4,District,511206,1476103125.5799584,haryana
sonipat,2018,4,District,428989,1037340218.1738504,haryana
panipat,2018,4,District,427930,960831966.9902785,haryana
palwal,2018,4,District,383775,672481291.542182,haryana
karnal,2018,4,District,356327,883621789.490683,haryana
jhajjar,2018,4,District,319972,741571573.9301258,haryana
ambala,2018,4,District,313017,778868451.264339,haryana
122001,2019,1,Pincode,1279353,1610690538.7799742,haryana
122006,2019,1,Pincode,880058,1428264665.9047258,haryana
122051,2019,1,Pincode,817073,794561733.7437794,haryana
122002,2019,1,Pincode,789141,1002099487.8837936,haryana
121003,2019,1,Pincode,769266,741073594.0128617,haryana
122016,2019,1,Pincode,744648,703042567.6273274,haryana
121004,2019,1,Pincode,720302,831357876.5792357,haryana
121001,2019,1,Pincode,708251,704068641.0203376,haryana
122004,2019,1,Pincode,662645,612469489.2877004,haryana
121005,2019,1,Pincode,553358,468262845.4221776,haryana
gurugram,2019,1,District,8723777,10558099866.889874,haryana
faridabad,2019,1,District,4020631,4128377201.4363856,haryana
rewari,2019,1,District,992599,1395914440.321243,haryana
palwal,2019,1,District,719323,1032542809.3600862,haryana
hisar,2019,1,District,703750,1656524675.5728457,haryana
sonipat,2019,1,District,699422,1419939621.3328834,haryana
panipat,2019,1,District,685081,1414874465.0357556,haryana
karnal,2019,1,District,589011,1295083691.156188,haryana
rohtak,2019,1,District,575222,1345411743.258372,haryana
jhajjar,2019,1,District,548076,1042049466.2823191,haryana
122001,2019,2,Pincode,1302753,1838034558.5348384,haryana
122006,2019,2,Pincode,940668,1554503850.6152406,haryana
122002,2019,2,Pincode,911727,1139371158.5132747,haryana
124001,2019,2,Pincode,877416,2246456121.5112395,haryana
121004,2019,2,Pincode,698826,976470113.4041274,haryana
121003,2019,2,Pincode,677850,828275878.5055162,haryana
132103,2019,2,Pincode,670081,1712719369.7588072,haryana
121001,2019,2,Pincode,667041,825738565.1967301,haryana
122016,2019,2,Pincode,640667,724809910.8113816,haryana
122051,2019,2,Pincode,564646,787573380.4633768,haryana
gurugram,2019,2,District,8386864,11575310786.46454,haryana
faridabad,2019,2,District,3523377,4505940224.123979,haryana
rohtak,2019,2,District,1096201,2813329870.614499,haryana
panipat,2019,2,District,1019615,2473242371.019817,haryana
rewari,2019,2,District,889511,1639474281.2498112,haryana
sonipat,2019,2,District,888795,2100408323.2797818,haryana
karnal,2019,2,District,814251,2062725761.781968,haryana
hisar,2019,2,District,761001,2054472611.492754,haryana
palwal,2019,2,District,741633,1293085677.97656,haryana
jhajjar,2019,2,District,569289,1308026488.612537,haryana
122001,2019,3,Pincode,1877930,2432566276.474442,haryana
122002,2019,3,Pincode,1399250,1573185482.5431833,haryana
122006,2019,3,Pincode,1207075,1953673221.266467,haryana
121004,2019,3,Pincode,977444,1275466113.3384454,haryana
121003,2019,3,Pincode,938636,1113320557.3091245,haryana
122016,2019,3,Pincode,885166,904423422.150563,haryana
124001,2019,3,Pincode,865290,2531866859.4559975,haryana
122003,2019,3,Pincode,863587,944248709.5547854,haryana
121001,2019,3,Pincode,847780,1067565490.8536928,haryana
122051,2019,3,Pincode,692403,925742530.7095766,haryana
gurugram,2019,3,District,11843666,15022524504.76374,haryana
faridabad,2019,3,District,4701377,5869168552.228926,haryana
rewari,2019,3,District,1206241,2010833861.5122523,haryana
rohtak,2019,3,District,1158516,3225248552.778762,haryana
panipat,2019,3,District,1155825,2901827842.8905134,haryana
sonipat,2019,3,District,1066029,2495689739.736125,haryana
palwal,2019,3,District,1061268,1687988450.1171806,haryana
hisar,2019,3,District,1055411,2558826214.5634766,haryana
karnal,2019,3,District,991286,2467996778.7886715,haryana
jhajjar,2019,3,District,755297,1642655006.4215214,haryana
122001,2019,4,Pincode,2314018,3045015311.5663037,haryana
122002,2019,4,Pincode,1769062,1943714721.813477,haryana
122006,2019,4,Pincode,1424982,2468846799.4622493,haryana
121004,2019,4,Pincode,1156537,1751147693.5036433,haryana
122016,2019,4,Pincode,1146861,1144189943.3180332,haryana
122003,2019,4,Pincode,1128922,1182540896.5590973,haryana
121003,2019,4,Pincode,1104524,1472893260.2857537,haryana
124001,2019,4,Pincode,1065817,3256517915.957159,haryana
121001,2019,4,Pincode,945366,1410963051.5909138,haryana
122051,2019,4,Pincode,916246,1174287255.9938185,haryana
gurugram,2019,4,District,14935865,19000424238.11497,haryana
faridabad,2019,4,District,5358174,7782346423.807224,haryana
rewari,2019,4,District,1538398,2831585559.7951837,haryana
panipat,2019,4,District,1437677,3870819294.7898273,haryana
rohtak,2019,4,District,1428337,4158625641.7923813,haryana
sonipat,2019,4,District,1368457,3347168252.768132,haryana
hisar,2019,4,District,1309901,3351369912.8069725,haryana
karnal,2019,4,District,1280457,3322975421.6792216,haryana
palwal,2019,4,District,1273274,2370503274.3677926,haryana
jhajjar,2019,4,District,965474,2147473030.3808532,haryana
122001,2020,1,Pincode,2518796,3354781267.9480944,haryana
122002,2020,1,Pincode,1915654,2090009620.3531978,haryana
122006,2020,1,Pincode,1598872,2914095032.706275,haryana
124001,2020,1,Pincode,1380556,4143138709.6008005,haryana
121004,2020,1,Pincode,1349793,2101900964.468028,haryana
122016,2020,1,Pincode,1268953,1255223100.2102506,haryana
121003,2020,1,Pincode,1226004,1698759221.6396737,haryana
122003,2020,1,Pincode,1219398,1314632822.859527,haryana
131001,2020,1,Pincode,1108960,3223842730.7914,haryana
132103,2020,1,Pincode,1090760,3197522433.722085,haryana
gurugram,2020,1,District,16484737,21152356889.052498,haryana
faridabad,2020,1,District,5840117,8881105700.091959,haryana
sonipat,2020,1,District,2016893,5091258326.483329,haryana
rohtak,2020,1,District,1803076,5175066327.070365,haryana
panipat,2020,1,District,1781967,4661669007.4263115,haryana
rewari,2020,1,District,1747564,3142595798.4513865,haryana
palwal,2020,1,District,1613263,3109146806.57809,haryana
karnal,2020,1,District,1579733,4003478768.7248425,haryana
hisar,2020,1,District,1533724,3820470010.45599,haryana
mewat,2020,1,District,1241283,3154872672.0695767,haryana
122001,2020,2,Pincode,1787578,2362256339.0022526,haryana
124001,2020,2,Pincode,1535139,4695159344.118012,haryana
121004,2020,2,Pincode,1431346,2078331203.7373283,haryana
122006,2020,2,Pincode,1319926,2300931577.314651,haryana
121003,2020,2,Pincode,1307232,1587793505.5677106,haryana
132103,2020,2,Pincode,1224161,3645484786.66008,haryana
121102,2020,2,Pincode,1063421,1815882007.778651,haryana
122002,2020,2,Pincode,1052364,1060760817.6803432,haryana
131001,2020,2,Pincode,1038150,2903593989.492062,haryana
121001,2020,2,Pincode,910818,1395961307.3787785,haryana
gurugram,2020,2,District,11284856,14426170120.903454,haryana
faridabad,2020,2,District,5775792,8177450074.37961,haryana
palwal,2020,2,District,2090627,3788124543.124005,haryana
sonipat,2020,2,District,2067865,5016220638.103822,haryana
rohtak,2020,2,District,2050920,5946541938.965281,haryana
rewari,2020,2,District,2022132,3582603328.500936,haryana
panipat,2020,2,District,2011582,5207544726.945988,haryana
hisar,2020,2,District,1644838,4146210408.44509,haryana
karnal,2020,2,District,1629574,4045109843.2026005,haryana
mewat,2020,2,District,1598705,3658746771.705061,haryana
122001,2020,3,Pincode,2750040,3736046139.5409055,haryana
121004,2020,3,Pincode,2053928,3228620246.4514713,haryana
122006,2020,3,Pincode,1981736,3394885969.826559,haryana
121003,2020,3,Pincode,1700050,2309907147.949795,haryana
122051,2020,3,Pincode,1555592,1695575689.0567956,haryana
122002,2020,3,Pincode,1489017,1612712258.6504383,haryana
131001,2020,3,Pincode,1480219,3915627781.899307,haryana
121102,2020,3,Pincode,1415060,2449818178.4902806,haryana
121001,2020,3,Pincode,1384943,2303315107.9209466,haryana
121002,2020,3,Pincode,1337518,2400460565.4784913,haryana
gurugram,2020,3,District,18098421,23437360421.86216,haryana
faridabad,2020,3,District,8700173,13490214442.585878,haryana
rewari,2020,3,District,3041169,5346067429.247877,haryana
sonipat,2020,3,District,2922945,7024743099.006162,haryana
palwal,2020,3,District,2672871,4869775358.80177,haryana
panipat,2020,3,District,2334545,5809998640.786768,haryana
hisar,2020,3,District,2209518,5761605477.767698,haryana
mewat,2020,3,District,2107221,5099537212.926384,haryana
karnal,2020,3,District,1955755,4578348863.2612,haryana
rohtak,2020,3,District,1740356,4643691557.73987,haryana
122001,2020,4,Pincode,4178803,5577129263.803511,haryana
122006,2020,4,Pincode,2942150,4657968623.146901,haryana
121004,2020,4,Pincode,2927164,4900191241.973782,haryana
122002,2020,4,Pincode,2505152,2626648950.0504613,haryana
121003,2020,4,Pincode,2423115,3461817063.8688326,haryana
122051,2020,4,Pincode,2218449,2493078126.41251,haryana
121001,2020,4,Pincode,1991396,3435441720.027669,haryana
121102,2020,4,Pincode,1973371,3709174657.0512877,haryana
122004,2020,4,Pincode,1817807,2080395784.3369126,haryana
121002,2020,4,Pincode,1658861,2966290678.7202406,haryana
gurugram,2020,4,District,28192581,35629614077.0103,haryana
faridabad,2020,4,District,12149079,19603646063.147858,haryana
rewari,2020,4,District,4329508,8169865745.127572,haryana
sonipat,2020,4,District,3721622,9010603701.96087,haryana
palwal,2020,4,District,3692902,7333424919.06859,haryana
hisar,2020,4,District,3190398,8738948858.681065,haryana
panipat,2020,4,District,3059943,7874714735.936348,haryana
mewat,2020,4,District,2948645,7484819524.783331,haryana
karnal,2020,4,District,2527301,6152410695.701475,haryana
jhajjar,2020,4,District,2429140,5544973431.463554,haryana
122001,2021,1,Pincode,4506450,5997258111.473646,haryana
122006,2021,1,Pincode,4132251,6151670724.079081,haryana
121004,2021,1,Pincode,3059147,5144005309.059652,haryana
122002,2021,1,Pincode,2906323,3010145443.6006365,haryana
121003,2021,1,Pincode,2477817,3588296954.9753823,haryana
131001,2021,1,Pincode,2348900,5452061577.840082,haryana
122051,2021,1,Pincode,2288699,2478450893.984387,haryana
121002,2021,1,Pincode,2134162,3877830476.041177,haryana
122004,2021,1,Pincode,2040904,2329110399.0921006,haryana
121001,2021,1,Pincode,2038073,3551904219.5367737,haryana
gurugram,2021,1,District,31719830,39350276708.73313,haryana
faridabad,2021,1,District,12970900,21241648453.917847,haryana
rewari,2021,1,District,4385531,8303713646.79833,haryana
sonipat,2021,1,District,4353956,9992974986.499811,haryana
palwal,2021,1,District,3641453,7214450169.004797,haryana
hisar,2021,1,District,3294765,8859730937.006823,haryana
panipat,2021,1,District,3288095,7866864997.406405,haryana
mewat,2021,1,District,3236320,8671355565.335659,haryana
karnal,2021,1,District,2822406,6379825746.570849,haryana
rohtak,2021,1,District,2708295,6792159646.748035,haryana
122006,2021,2,Pincode,4878161,7207055202.820196,haryana
122001,2021,2,Pincode,4510890,5990609149.360931,haryana
121004,2021,2,Pincode,3536549,5951646115.000153,haryana
131001,2021,2,Pincode,3226708,7142977788.24599,haryana
132103,2021,2,Pincode,2964087,6591490589.111272,haryana
121003,2021,2,Pincode,2729292,3870478646.555489,haryana
121002,2021,2,Pincode,2541633,4653748858.8404045,haryana
122002,2021,2,Pincode,2505416,2621052083.8195753,haryana
121102,2021,2,Pincode,2504049,4742370912.036514,haryana
122051,2021,2,Pincode,2397445,2354510241.669946,haryana
gurugram,2021,2,District,32311326,39938868048.39105,haryana
faridabad,2021,2,District,14467773,23831325859.81366,haryana
