Year,Quarter,State,Count,Amount
2022,1,ladakh,630015,2025040918.8422089
2022,1,lakshadweep,16397,54939432.65393007
2022,1,madhya-pradesh,472703058,747665139599.638
2022,1,maharashtra,1169506438,1681399273981.1199
2022,1,manipur,5313679,14144501078.373798
2022,1,meghalaya,1674750,4662338331.331891
2022,1,mizoram,604917,1945158963.6112444
2022,1,nagaland,1925952,5544951708.895753
2022,1,odisha,263633499,451227311779.8235
2022,1,puducherry,7359176,12083474905.38666
2022,1,punjab,57758302,118389978105.96315
2022,1,rajasthan,564962220,1022050180980.1287
2022,1,sikkim,1744302,4367431275.8634205
2022,1,tamil-nadu,294573150,512789201600.6298
2022,1,telangana,886453385,1670638169828.98
2022,1,tripura,2871190,6247329764.349846
2022,1,uttar-pradesh,473953246,883123174117.0206
2022,1,uttarakhand,44560772,70978782500.07466
2022,1,west-bengal,260505092,551426663209.5637
2022,2,andaman-&-nicobar-islands,1071217,2685920350.080267
2022,2,andhra-pradesh,671134030,1479853948202.9292
2022,2,arunachal-pradesh,3556925,9131665374.22585
2022,2,assam,76334725,153111042086.78348
2022,2,bihar,360145029,754461454966.1425
2022,2,chandigarh,10772489,17283500158.371002
2022,2,chhattisgarh,116584048,181181677163.78085
2022,2,dadra-&-nagar-haveli-&-daman-&-diu,5759771,6995159780.810842
2022,2,delhi,410634184,629855650458.2168
2022,2,goa,14216054,22873037759.520203
2022,2,gujarat,252052796,446798000976.8468
2022,2,haryana,234699962,395234035249.5059
2022,2,himachal-pradesh,21291371,33709107958.242264
2022,2,jammu-&-kashmir,23813747,46254290836.63559
2022,2,jharkhand,132925275,225636227828.13702
2022,2,karnataka,1277448960,1867146114059.227
2022,2,kerala,106365322,154696329549.12473
2022,2,ladakh,1118073,3543318177.9962673
2022,2,lakshadweep,17569,55929601.98990567
2022,2,madhya-pradesh,544899829,867024737328.5874
2022,2,maharashtra,1407533113,2006272382175.8906
2022,2,manipur,6105632,14922910635.149317
2022,2,meghalaya,2044649,5281491421.884793
2022,2,mizoram,643977,2003186567.108936
2022,2,nagaland,2031329,5740285349.020272
2022,2,odisha,313451598,510035012340.02893
2022,2,puducherry,8643687,13778745255.768896
2022,2,punjab,72272823,137345426369.22691
2022,2,rajasthan,661170150,1152833518600.3982
2022,2,sikkim,2322081,5611105670.307135
2022,2,tamil-nadu,354506937,590134727678.3962
2022,2,telangana,1063382557,1951414544517.075
2022,2,tripura,3418664,6878271042.0352955
2022,2,uttar-pradesh,595298776,1067515182420.0078
2022,2,uttarakhand,58166878,88313371025.3343
2022,2,west-bengal,315742141,648575179584.246
2022,3,andaman-&-nicobar-islands,1584379,3310631772.1373863
2022,3,andhra-pradesh,642855035,1385077409712.1455
2022,3,arunachal-pradesh,3939418,9025110785.048609
2022,3,assam,86113811,161489079054.8987
2022,3,bihar,437367385,791446486557.9142
2022,3,chandigarh,13478173,20559757737.405857
2022,3,chhattisgarh,158252587,220161558081.99063
2022,3,dadra-&-nagar-haveli-&-daman-&-diu,6465621,7520647359.499437
2022,3,delhi,475592161,677612647116.116
2022,3,goa,13188687,19574265275.70633
2022,3,gujarat,303239732,497437502209.45087
2022,3,haryana,269361810,428054494578.0267
2022,3,himachal-pradesh,25164868,37380782688.54043
2022,3,jammu-&-kashmir,22534394,40963554502.24819
2022,3,jharkhand,146815332,229412884063.959
2022,3,karnataka,1189761328,1665918232611.0225
2022,3,kerala,119362904,162260419315.42966
2022,3,ladakh,1190858,3605199350.373908
2022,3,lakshadweep,15241,47580009.61750026
2022,3,madhya-pradesh,731259559,1032908494249.6688
2022,3,maharashtra,1486389417,1947579187374.5378
2022,3,manipur,6352742,15381430267.299728
2022,3,meghalaya,4359165,9603300797.12154
2022,3,mizoram,659038,1946265612.0679536
2022,3,nagaland,1894113,5364400495.050831
2022,3,odisha,386687326,564545557340.5544
2022,3,puducherry,7042727,10854317711.140942
2022,3,punjab,84177897,149319443006.3552
2022,3,rajasthan,767541360,1238489256318.2808
2022,3,sikkim,2396758,5162880543.891457
2022,3,tamil-nadu,393496175,631879220373.2677
2022,3,telangana,1628165401,2706325865752.0674
2022,3,tripura,4256579,8648352804.91114
2022,3,uttar-pradesh,703589072,1121370050898.7798
2022,3,uttarakhand,63996519,92641259938.36295
2022,3,west-bengal,356792388,704749898612.1437
2022,4,andaman-&-nicobar-islands,1987535,3984674404.4287834
2022,4,andhra-pradesh,690017077,1424725083041.6685
2022,4,arunachal-pradesh,4632709,9684909697.502247
2022,4,assam,103981267,192653519187.54562
2022,4,bihar,517084649,936012149674.8322
2022,4,chandigarh,17904840,27879754566.93941
2022,4,chhattisgarh,177960446,252519180810.47205
2022,4,dadra-&-nagar-haveli-&-daman-&-diu,7189585,8059640746.081129
2022,4,delhi,515203457,744915016018.5763
2022,4,goa,17192674,24924986371.339157
2022,4,gujarat,341156018,567918305336.5404
2022,4,haryana,296648365,490490659880.10364
2022,4,himachal-pradesh,28555136,41779343232.373566
2022,4,jammu-&-kashmir,27316158,44315295915.49377
2022,4,jharkhand,175300092,277971737448.58105
2022,4,karnataka,1378910371,1904516622907.6543
2022,4,kerala,132960468,173559808599.70975
2022,4,ladakh,1083372,2894477572.6789474
2022,4,lakshadweep,17147,54813873.61493625
2022,4,madhya-pradesh,898828268,1302999857548.3484
2022,4,maharashtra,1688775272,2210470839617.1587
2022,4,manipur,6428670,15625956698.341488
2022,4,meghalaya,3932448,8996541156.348663
2022,4,mizoram,693774,2037911085.2630196
2022,4,nagaland,2476205,6969966384.314046
2022,4,odisha,445714743,652217064524.0083
2022,4,puducherry,7556127,11142204877.174492
2022,4,punjab,91835180,168107427177.93872
2022,4,rajasthan,865574848,1456956699398.6665
2022,4,sikkim,3058339,6458385389.419811
2022,4,tamil-nadu,436316636,675689667591.4436
2022,4,telangana,1819506832,2978252562916.142
2022,4,tripura,5198190,10452971818.154102
2022,4,uttar-pradesh,836369071,1376378802069.518
2022,4,uttarakhand,77983880,115496046831.35909
2022,4,west-bengal,405847597,787775633607.2504
